time,open,high,low,close,tick_volume,spread,real_volume
2024-12-31 16:00:00,2613.33,2617.73,2611.34,2613.69,4564.0,,
2024-12-31 17:00:00,2613.72,2626.65,2612.45,2625.84,5191.0,,
2024-12-31 18:00:00,2625.65,2627.21,2622.26,2625.31,4495.0,,
2024-12-31 19:00:00,2625.44,2627.58,2623.23,2624.38,3423.0,,
2024-12-31 20:00:00,2624.29,2627.22,2622.73,2624.81,3224.0,,
2024-12-31 21:00:00,2624.65,2627.19,2622.87,2623.85,2745.0,,
2024-12-31 22:00:00,2623.84,2625.05,2622.22,2623.36,2789.0,,
2024-12-31 23:00:00,2623.17,2624.94,2622.92,2624.43,631.0,,
2025-01-02 01:00:00,2624.48,2625.29,2621.48,2623.74,1550.0,,
2025-01-02 02:00:00,2623.78,2627.8,2622.82,2625.33,2526.0,,
2025-01-02 03:00:00,2625.35,2634.35,2623.8,2632.9,4472.0,,
2025-01-02 04:00:00,2632.92,2636.37,2632.31,2634.72,3454.0,,
2025-01-02 05:00:00,2634.7,2635.32,2632.3,2633.66,3171.0,,
2025-01-02 06:00:00,2633.68,2634.2,2631.1,2633.96,1954.0,,
2025-01-02 07:00:00,2633.99,2636.5,2633.06,2634.03,3026.0,,
2025-01-02 08:00:00,2634.03,2635.43,2631.15,2634.06,3357.0,,
2025-01-02 09:00:00,2634.14,2636.0,2632.96,2635.97,3053.0,,
2025-01-02 10:00:00,2636.24,2637.84,2631.22,2636.37,3702.0,,
2025-01-02 11:00:00,2636.43,2639.97,2636.03,2636.09,3463.0,,
2025-01-02 12:00:00,2636.09,2646.37,2632.76,2642.74,4546.0,,
2025-01-02 13:00:00,2642.74,2644.69,2640.33,2642.01,3309.0,,
2025-01-02 14:00:00,2641.99,2646.45,2640.39,2643.39,3908.0,,
2025-01-02 15:00:00,2643.34,2647.38,2636.02,2642.99,5573.0,,
2025-01-02 16:00:00,2643.01,2651.06,2640.37,2647.73,5377.0,,
2025-01-02 17:00:00,2647.43,2655.78,2645.2,2654.1,5652.0,,
