time,open,high,low,close,tick_volume
2025-01-07 16:00:00,2662.53,2663.02,2642.22,2652.32,21548
2025-01-07 20:00:00,2652.38,2652.42,2646.95,2648.42,13205
2025-01-08 00:00:00,2648.45,2651.52,2647.16,2648.74,6676
2025-01-08 04:00:00,2648.85,2650.74,2645.25,2650.09,10347
2025-01-08 08:00:00,2650.06,2654.98,2648.93,2653.47,13883
2025-01-08 12:00:00,2653.49,2660.23,2645.87,2660.23,16373
2025-01-08 16:00:00,2660.2,2670.0,2649.52,2655.55,19952
2025-01-08 20:00:00,2655.51,2664.06,2651.52,2661.44,13373
2025-01-09 00:00:00,2661.31,2663.24,2657.23,2658.61,5859
2025-01-09 04:00:00,2658.51,2662.19,2655.51,2658.27,9516
2025-01-09 08:00:00,2658.28,2666.96,2658.27,2664.89,13003
2025-01-09 12:00:00,2664.88,2678.23,2664.38,2672.64,14104
2025-01-09 16:00:00,2672.55,2675.62,2662.65,2665.94,15724
2025-01-09 20:00:00,2665.89,2672.42,2664.93,2670.34,9289
2025-01-10 00:00:00,2670.34,2671.78,2668.44,2670.96,6520
2025-01-10 04:00:00,2670.96,2675.86,2670.18,2674.86,9879
2025-01-10 08:00:00,2674.83,2682.43,2673.38,2678.38,15615
2025-01-10 12:00:00,2678.35,2683.45,2663.96,2682.48,17172
2025-01-10 16:00:00,2682.41,2698.01,2680.72,2696.11,24479
2025-01-10 20:00:00,2696.08,2697.25,2684.52,2688.96,15601
2025-01-13 00:00:00,2690.19,2693.27,2679.46,2685.66,9628
2025-01-13 04:00:00,2685.74,2690.93,2683.34,2687.06,14271
2025-01-13 08:00:00,2687.0,2691.4,2682.94,2684.87,16959
2025-01-13 12:00:00,2684.74,2685.15,2663.87,2669.13,19265
2025-01-13 16:00:00,2669.06,2674.19,2659.25,2660.87,20829
2025-01-13 20:00:00,2660.95,2664.18,2656.84,2662.98,12482
2025-01-14 00:00:00,2663.55,2672.25,2663.15,2670.73,8985
2025-01-14 04:00:00,2670.77,2675.36,2667.4,2668.51,13957
2025-01-14 08:00:00,2668.7,2674.13,2664.81,2667.28,15800
2025-01-14 12:00:00,2667.28,2674.35,2660.66,2663.06,16717
2025-01-14 16:00:00,2662.88,2674.03,2659.86,2669.09,20729
2025-01-14 20:00:00,2669.11,2678.38,2666.77,2677.37,12264
2025-01-15 00:00:00,2678.38,2679.22,2669.9,2669.92,5681
2025-01-15 04:00:00,2669.92,2679.38,2669.39,2679.38,11553
2025-01-15 08:00:00,2679.39,2688.54,2679.12,2685.95,14599
2025-01-15 12:00:00,2685.94,2694.23,2682.15,2693.81,17230
2025-01-15 16:00:00,2694.09,2696.04,2676.79,2692.64,21391
2025-01-15 20:00:00,2692.67,2697.55,2691.14,2696.28,11162
2025-01-16 00:00:00,2695.01,2702.15,2692.55,2696.16,8722
2025-01-16 04:00:00,2696.31,2698.59,2693.66,2694.6,12066
2025-01-16 08:00:00,2694.64,2706.11,2690.03,2705.22,15688
2025-01-16 12:00:00,2705.27,2718.23,2700.27,2715.24,16727
2025-01-16 16:00:00,2715.27,2724.76,2712.61,2721.78,20749
2025-01-16 20:00:00,2721.85,2723.29,2712.37,2714.26,12442
2025-01-17 00:00:00,2714.44,2716.15,2709.88,2714.65,7126
2025-01-17 04:00:00,2714.74,2717.38,2711.19,2711.68,10593
2025-01-17 08:00:00,2711.69,2714.64,2703.89,2704.73,13752
2025-01-17 12:00:00,2704.67,2712.12,2702.82,2704.9,16317
2025-01-17 16:00:00,2704.72,2717.29,2702.69,2712.54,19550
2025-01-17 20:00:00,2712.66,2713.28,2698.47,2702.92,13152
2025-01-20 00:00:00,2703.09,2703.79,2689.26,2693.73,8987
2025-01-20 04:00:00,2693.87,2707.53,2693.61,2707.4,12196
2025-01-20 08:00:00,2707.37,2713.76,2702.88,2706.14,13120
2025-01-20 12:00:00,2706.03,2712.57,2701.52,2705.15,15352
2025-01-20 16:00:00,2705.73,2711.8,2703.12,2706.91,17950
2025-01-20 20:00:00,2707.1,2711.04,2704.24,2706.7,2364
2025-01-21 00:00:00,2708.28,2719.24,2702.81,2718.07,10238
2025-01-21 04:00:00,2718.08,2729.22,2717.93,2726.12,14878
2025-01-21 08:00:00,2726.0,2732.84,2717.2,2720.7,17754
2025-01-21 12:00:00,2720.7,2730.17,2716.43,2726.36,18093
2025-01-21 16:00:00,2726.41,2745.83,2725.24,2740.19,20441
2025-01-21 20:00:00,2740.0,2746.02,2739.83,2744.69,11386
2025-01-22 00:00:00,2745.17,2749.98,2741.1,2748.12,8872
2025-01-22 04:00:00,2748.1,2758.68,2746.22,2758.03,12862
2025-01-22 08:00:00,2758.08,2762.24,2745.59,2758.41,16604
2025-01-22 12:00:00,2758.41,2763.45,2750.89,2757.63,15909
2025-01-22 16:00:00,2757.64,2760.35,2750.25,2756.46,19490
2025-01-22 20:00:00,2756.45,2759.32,2754.51,2756.18,11001
2025-01-23 00:00:00,2756.17,2756.49,2750.62,2752.79,7534
2025-01-23 04:00:00,2752.79,2755.03,2749.51,2751.99,11400
2025-01-23 08:00:00,2751.97,2755.59,2740.87,2745.87,14200
2025-01-23 12:00:00,2745.74,2754.45,2735.58,2741.46,18509
2025-01-23 16:00:00,2741.72,2758.92,2740.23,2757.71,20903
2025-01-23 20:00:00,2757.74,2758.23,2751.28,2754.52,13075
2025-01-24 00:00:00,2754.64,2762.57,2753.49,2762.26,7411
2025-01-24 04:00:00,2762.38,2777.4,2762.33,2775.27,16215
2025-01-24 08:00:00,2775.22,2778.3,2770.04,2772.72,15312
2025-01-24 12:00:00,2772.73,2784.58,2771.53,2782.37,16118
2025-01-24 16:00:00,2782.37,2785.94,2769.99,2773.35,20439
2025-01-24 20:00:00,2773.36,2775.26,2770.42,2771.48,11875
2025-01-27 00:00:00,2769.76,2772.53,2762.88,2762.9,10494
2025-01-27 04:00:00,2762.9,2763.61,2752.86,2753.27,15235
2025-01-27 08:00:00,2753.18,2765.0,2747.32,2763.33,18364
2025-01-27 12:00:00,2763.16,2771.88,2752.28,2757.41,19947
2025-01-27 16:00:00,2757.19,2757.99,2730.48,2733.58,21979
2025-01-27 20:00:00,2733.52,2743.95,2733.0,2740.7,13685
2025-01-28 00:00:00,2739.91,2745.32,2739.42,2741.45,7836
2025-01-28 04:00:00,2741.41,2744.89,2737.8,2741.81,12965
2025-01-28 08:00:00,2741.51,2745.24,2734.81,2743.43,14593
2025-01-28 12:00:00,2743.36,2749.54,2740.25,2748.71,15498
2025-01-28 16:00:00,2748.9,2759.99,2748.72,2759.69,19735
2025-01-28 20:00:00,2759.87,2765.11,2759.05,2763.17,12487
2025-01-29 00:00:00,2763.23,2766.2,2762.28,2763.79,5743
2025-01-29 04:00:00,2763.75,2765.68,2760.03,2760.74,10690
2025-01-29 08:00:00,2760.92,2766.01,2757.37,2762.84,14200
2025-01-29 12:00:00,2762.77,2763.37,2752.23,2758.74,17183
2025-01-29 16:00:00,2758.86,2761.07,2748.49,2752.94,19425
2025-01-29 20:00:00,2752.84,2759.77,2744.76,2759.68,16062
2025-01-30 00:00:00,2759.61,2762.55,2758.23,2760.13,6620
2025-01-30 04:00:00,2760.06,2763.45,2758.7,2760.58,10538
2025-01-30 08:00:00,2760.58,2776.71,2760.25,2774.36,14655
2025-01-30 12:00:00,2774.24,2786.01,2773.94,2785.66,15993
2025-01-30 16:00:00,2785.82,2798.32,2780.15,2795.61,22759
2025-01-30 20:00:00,2795.62,2798.49,2789.81,2794.06,13270
2025-01-31 00:00:00,2795.08,2799.65,2791.77,2796.26,7725
2025-01-31 04:00:00,2796.15,2798.3,2793.98,2795.49,12417
2025-01-31 08:00:00,2795.49,2801.15,2791.69,2793.66,14661
2025-01-31 12:00:00,2793.66,2808.65,2791.02,2806.41,17142
2025-01-31 16:00:00,2806.54,2817.23,2802.93,2808.76,21691
2025-01-31 20:00:00,2808.75,2808.91,2794.34,2798.47,17574
2025-02-03 00:00:00,2804.21,2805.79,2778.2,2782.27,13519
2025-02-03 04:00:00,2782.26,2785.14,2772.17,2783.1,18785
2025-02-03 08:00:00,2783.1,2800.8,2782.89,2796.31,18556
2025-02-03 12:00:00,2796.21,2811.9,2793.01,2811.01,17963
2025-02-03 16:00:00,2811.02,2830.4,2810.05,2817.37,22871
2025-02-03 20:00:00,2817.06,2822.9,2812.19,2814.75,15664
2025-02-04 00:00:00,2814.62,2824.24,2810.32,2823.35,7120
2025-02-04 04:00:00,2823.24,2824.72,2813.37,2815.79,16473
2025-02-04 08:00:00,2815.72,2821.81,2807.19,2820.09,19222
2025-02-04 12:00:00,2819.95,2837.13,2812.86,2831.69,18376
2025-02-04 16:00:00,2831.86,2845.49,2829.07,2843.98,22589
2025-02-04 20:00:00,2843.87,2845.0,2840.71,2842.01,13058
2025-02-05 00:00:00,2842.67,2849.01,2839.67,2844.46,9121
2025-02-05 04:00:00,2844.46,2860.62,2844.01,2859.33,12450
2025-02-05 08:00:00,2859.35,2872.17,2854.86,2870.34,15712
2025-02-05 12:00:00,2870.52,2877.17,2858.73,2861.63,17685
2025-02-05 16:00:00,2861.82,2882.49,2860.68,2872.95,21909
2025-02-05 20:00:00,2872.97,2873.59,2859.97,2867.02,14068
2025-02-06 00:00:00,2864.94,2872.03,2861.79,2871.39,7933
2025-02-06 04:00:00,2871.76,2873.28,2864.37,2868.36,13220
2025-02-06 08:00:00,2868.36,2871.39,2848.94,2859.43,16985
2025-02-06 12:00:00,2859.33,2870.3,2855.56,2856.69,17967
2025-02-06 16:00:00,2856.74,2859.8,2834.1,2852.2,21282
2025-02-06 20:00:00,2852.35,2857.27,2849.87,2855.55,13795
2025-02-07 00:00:00,2855.66,2868.24,2855.63,2866.27,7453
2025-02-07 04:00:00,2866.17,2870.63,2862.04,2862.05,11718
2025-02-07 08:00:00,2861.92,2870.65,2859.02,2868.97,14620
2025-02-07 12:00:00,2868.98,2870.69,2852.39,2862.41,16313
2025-02-07 16:00:00,2862.52,2886.68,2853.25,2860.23,22928
2025-02-07 20:00:00,2860.17,2865.2,2859.1,2861.3,12288
2025-02-10 00:00:00,2857.21,2876.54,2854.81,2871.89,10564
2025-02-10 04:00:00,2871.96,2880.11,2871.23,2879.27,12365
2025-02-10 08:00:00,2879.45,2903.28,2878.86,2903.0,17254
2025-02-10 12:00:00,2903.06,2910.83,2898.17,2901.04,18625
2025-02-10 16:00:00,2900.96,2911.77,2896.36,2903.25,19860
2025-02-10 20:00:00,2903.18,2908.3,2900.92,2907.88,13333
2025-02-11 00:00:00,2907.9,2935.94,2907.87,2933.95,10409
2025-02-11 04:00:00,2933.96,2942.58,2906.31,2922.9,17263
2025-02-11 08:00:00,2922.61,2929.26,2902.99,2903.3,18744
2025-02-11 12:00:00,2903.01,2907.11,2881.81,2896.36,20416
2025-02-11 16:00:00,2896.47,2908.61,2890.91,2905.6,21720
2025-02-11 20:00:00,2905.63,2907.11,2894.06,2897.53,14587
2025-02-12 00:00:00,2898.02,2900.82,2883.77,2893.35,8781
2025-02-12 04:00:00,2893.34,2897.75,2883.66,2886.14,14712
2025-02-12 08:00:00,2886.06,2895.86,2885.51,2886.78,16155
2025-02-12 12:00:00,2886.78,2889.9,2863.54,2884.75,17871
2025-02-12 16:00:00,2884.97,2909.15,2881.94,2902.91,21325
2025-02-12 20:00:00,2902.9,2904.33,2893.53,2903.97,13615
2025-02-13 00:00:00,2904.36,2909.09,2900.56,2906.06,7905
2025-02-13 04:00:00,2906.05,2922.71,2905.27,2917.98,12736
2025-02-13 08:00:00,2917.97,2920.38,2909.56,2915.37,16645
2025-02-13 12:00:00,2915.1,2921.32,2905.89,2908.54,16084
2025-02-13 16:00:00,2908.56,2920.95,2906.63,2919.06,19705
2025-02-13 20:00:00,2918.94,2929.5,2914.22,2928.34,13812
2025-02-14 00:00:00,2927.64,2933.9,2925.9,2929.89,8251
2025-02-14 04:00:00,2929.9,2932.43,2923.05,2930.95,13900
2025-02-14 08:00:00,2930.72,2938.75,2929.9,2935.16,17358
2025-02-14 12:00:00,2935.01,2940.06,2917.38,2920.53,18315
2025-02-14 16:00:00,2920.39,2928.52,2885.37,2886.99,23903
2025-02-14 20:00:00,2887.26,2887.94,2877.03,2882.5,15045
2025-02-17 00:00:00,2883.13,2896.37,2877.6,2895.27,10625
2025-02-17 04:00:00,2895.34,2905.24,2893.78,2895.95,12921
2025-02-17 08:00:00,2895.91,2906.4,2888.15,2902.62,15658
2025-02-17 12:00:00,2902.56,2903.92,2895.43,2896.74,14357
2025-02-17 16:00:00,2896.74,2904.07,2896.44,2898.46,13738
2025-02-17 20:00:00,2898.31,2899.47,2896.88,2899.45,2403
2025-02-18 00:00:00,2898.61,2900.39,2891.98,2895.67,5351
2025-02-18 04:00:00,2895.79,2915.54,2895.33,2910.65,11718
2025-02-18 08:00:00,2910.44,2915.44,2908.24,2912.64,11321
2025-02-18 12:00:00,2912.65,2921.35,2906.95,2918.87,13655
